Unnamed: 0,id,release_date,title
1809,134350,2013-09-14,Why Don't You Play in Hell?
1810,37135,1999-06-18,Tarzan
1811,388,2006-03-17,Inside Man
1812,414425,2017-11-16,Mudbound
1813,408647,2017-03-31,Teen Titans: The Judas Contract
1814,28055,1964-04-10,Blood and Black Lace
1815,2056,2003-01-26,The Station Agent
1816,713,1993-05-19,The Piano
1817,663260,2021-09-08,Black Box
1818,9462,1972-06-01,The Way of the Dragon
1819,447332,2018-04-03,A Quiet Place
1820,377263,2016-09-07,Frantz
1821,87827,2012-11-20,Life of Pi
1822,36208,1918-04-14,A Dog's Life
1823,794,1976-06-25,The Omen
1824,659959,2020-07-14,Summer of 85
1825,17474,1991-09-30,The Man in the Moon
1826,11698,1977-01-12,Stroszek
1827,5723,2007-03-23,Once
1828,1359,2000-04-13,American Psycho
1829,853,2001-03-14,Enemy at the Gates
1830,621,1978-07-07,Grease
1831,228203,2015-02-20,"McFarland, USA"
1832,109689,2012-06-22,I Want You
1833,38985,1977-06-24,Sorcerer
1834,4203,1988-03-25,Women on the Verge of a Nervous Breakdown
1835,153,2003-09-18,Lost in Translation
1836,544401,2021-02-26,Cherry
1837,387426,2017-06-28,Okja
1838,4232,1996-12-20,Scream
1839,758866,2021-08-18,Drive My Car
1840,491584,2018-05-17,Burning
1841,376867,2016-10-21,Moonlight
1842,274109,2015-12-25,Palm Trees in the Snow
1843,2898,1997-12-19,As Good as It Gets
1844,176,2004-10-01,Saw
1845,755339,2020-12-03,Just Another Christmas
1846,454693,2018-03-01,The Silent Revolution
1847,406385,2017-02-02,I Can Quit Whenever I Want 2: Masterclass
1848,427,1958-05-10,Mon Oncle
1849,614587,2019-12-06,Lupin III: The First
1850,481432,2018-05-31,Happy as Lazzaro
1851,416494,2018-02-09,Status Update
1852,284054,2018-02-13,Black Panther
1853,9361,1992-08-26,The Last of the Mohicans
1854,823,1999-11-17,Jin-Roh: The Wolf Brigade
1855,489930,2018-07-20,Blindspotting
1856,273481,2015-09-17,Sicario
1857,100271,2012-04-21,A Letter to Momo
1858,16646,2002-05-22,Russian Ark
1859,9385,1976-06-26,The Twelve Tasks of Asterix
1860,4476,1994-12-16,Legends of the Fall
1861,260,1935-06-06,The 39 Steps
1862,9504,1992-09-15,Glengarry Glen Ross
1863,8810,1981-12-24,Mad Max 2
1864,21956,2003-09-30,Scooby-Doo! and the Monster of Mexico
1865,5123,2007-11-21,August Rush
1866,1669,1990-03-02,The Hunt for Red October
1867,10474,1995-04-21,The Basketball Diaries
1868,140,2004-03-19,Bad Education
1869,539681,2022-07-27,DC League of Super-Pets
1870,245913,2016-05-06,Pelé: Birth of a Legend
1871,760,1973-10-17,The Mad Adventures of Rabbi Jacob
1872,49361,1972-09-29,Don't Torture a Duckling
1873,12716,1990-08-29,My Father's Glory
1874,8681,2008-02-18,Taken
1875,2757,2002-12-06,Adaptation.
1876,39486,2010-08-20,Secretariat
1877,37211,1988-11-13,Scooby-Doo! and the Reluctant Werewolf
1878,5967,1964-02-19,The Umbrellas of Cherbourg
1879,111969,2013-06-14,Stuck in Love
1880,64682,2013-05-09,The Great Gatsby
1881,14433,1964-01-22,Zulu
1882,350,2006-06-29,The Devil Wears Prada
1883,890980,2022-10-06,God's Crooked Lines
1884,514575,2018-09-20,A Twelve-Year Night
1885,276624,2016-04-23,I Am a Hero
1886,250538,2014-06-27,The Good Lie
1887,88018,1929-08-29,The Skeleton Dance
1888,48282,1978-03-08,Ecce Bombo
1889,9426,1986-08-15,The Fly
1890,1645,1996-07-24,A Time to Kill
1891,628,1994-11-11,Interview with the Vampire
1892,10437,1992-12-10,The Muppet Christmas Carol
1893,4011,1988-03-30,Beetlejuice
1894,45317,2010-12-10,The Fighter
1895,9662,2003-06-11,The Triplets of Belleville
1896,672208,2021-12-15,A Hero
1897,417320,2017-07-21,Descendants 2
1898,249164,2014-08-21,If I Stay
1899,36998,1996-05-22,The Eighth Day
1900,2291,1990-11-02,Jacob's Ladder
1901,88273,2012-03-29,A Royal Affair
1902,21450,1993-09-14,Naked
1903,1116,2006-03-23,The Wind That Shakes the Barley
1904,615643,2021-02-12,Minari
1905,432616,2017-12-20,Promise at Dawn
1906,289222,2017-03-24,The Zookeeper's Wife
1907,25866,1965-03-24,The Sucker
1908,16307,1973-12-01,The Wicker Man
1909,14645,1982-08-25,Santa Claus Is a Stinker
1910,13189,1984-10-09,A Christmas Carol
1911,13004,2008-09-03,Barbie and the Diamond Castle
1912,7863,1996-08-15,Shine
1913,26030,1956-08-24,Bob le Flambeur
1914,11589,1970-06-22,Kelly's Heroes
1915,1542,1999-02-19,Office Space
1916,1245,1993-11-05,The Remains of the Day
1917,20312,2002-04-13,Interstate 60
1918,9454,1998-07-31,EverAfter
1919,446893,2020-03-11,Trolls World Tour
1920,4133,2001-04-04,Blow
1921,1554,1986-09-20,Down by Law
1922,583406,2021-02-12,Judas and the Black Messiah
1923,39356,2010-02-14,Boy
1924,12627,1991-09-04,La Belle Noiseuse
1925,642885,2022-09-27,Hocus Pocus 2
1926,631132,2020-02-01,Goblin Slayer: Goblin's Crown
1927,36040,1971-07-01,Walkabout
1928,34647,2009-06-17,Enter the Void
1929,2134,1960-05-25,The Time Machine
1930,488,1952-01-07,The African Queen
1931,4032,1991-11-27,My Girl
1932,855,2001-12-28,Black Hawk Down
1933,756,1940-11-13,Fantasia
1934,818750,2022-02-11,The In Between
1935,18874,2006-09-01,Ghost in the Shell: Stand Alone Complex – Solid State Society
1936,13635,2008-10-22,Mesrine: Killer Instinct
1937,13382,1964-12-06,Rudolph the Red-Nosed Reindeer
1938,13188,1951-11-28,Scrooge
1939,522369,2019-10-04,Sorry We Missed You
1940,453395,2022-05-04,Doctor Strange in the Multiverse of Madness
1941,33701,1979-11-22,French Fried Vacation 2: The Bronzés go Skiing
1942,2899,2002-01-30,Asterix & Obelix: Mission Cleopatra
1943,2798,1967-10-11,Oscar
1944,2252,2007-09-14,Eastern Promises
1945,527,1994-09-02,Once Were Warriors
1946,205220,2013-11-01,Philomena
1947,201676,2013-06-16,My Little Pony: Equestria Girls
1948,157354,2013-07-26,Fruitvale Station
1949,16320,2005-09-25,Serenity
1950,814,1981-08-21,An American Werewolf in London
1951,583689,2021-03-03,Moxie
1952,13321,1944-01-28,Lifeboat
1953,7862,2007-03-22,The Counterfeiters
1954,401306,1975-12-10,The Seventh Company Has Been Found
1955,80278,2012-09-09,The Impossible
1956,37094,1993-02-26,Falling Down
1957,22803,2009-10-15,Law Abiding Citizen
1958,22164,2009-02-07,Blood and Bone
1959,14534,1993-09-17,Rudy
1960,520172,2020-11-26,Happiest Season
1961,27331,1973-09-19,Charley Varrick
1962,7452,1989-10-13,"The Cook, the Thief, His Wife & Her Lover"
1963,687,1995-12-29,Dead Man Walking
1964,457,1955-12-22,Sissi
1965,547258,2019-09-04,Play
1966,332270,2015-04-02,Battle for Sevastopol
1967,12902,2004-05-20,Scooby-Doo! and the Loch Ness Monster
1968,10024,2009-06-26,My Sister's Keeper
1969,429174,2017-06-01,Loveless
1970,307081,2015-03-24,Southpaw
1971,302528,2015-10-23,Remember
1972,90369,2012-09-19,Now Is Good
1973,81188,2012-11-21,Rise of the Guardians
1974,46838,2010-01-22,Tucker and Dale vs. Evil
1975,15764,1982-12-08,Sophie's Choice
1976,12311,1935-11-22,Mutiny on the Bounty
1977,283591,2017-03-23,The Secret Scripture
1978,247645,2014-03-07,Queen
1979,802,1962-06-13,Lolita
1980,828613,2022-09-08,About Fate
1981,379291,2016-05-13,Justice League vs. Teen Titans
1982,65754,2011-12-14,The Girl with the Dragon Tattoo
1983,33436,1969-03-07,The Brain
1984,17681,1999-11-05,Scooby-Doo! and the Witch's Ghost
1985,840,1977-11-18,Close Encounters of the Third Kind
1986,1010819,2022-08-10,The Little Guy
1987,574093,2019-11-12,Float
1988,228,1930-04-01,The Blue Angel
1989,476299,2018-03-14,Ghostland
1990,25623,1977-08-26,House
1991,10975,1991-02-07,Operation Condor
1992,506528,2019-11-01,Harriet
1993,27275,2004-11-12,G.O.R.A.
1994,374461,2016-09-16,Mr. Church
1995,6003,1968-04-02,Romeo and Juliet
1996,184,1997-12-25,Jackie Brown
1997,846214,2021-07-07,"The Simpsons: The Good, the Bart, and the Loki"
1998,13949,2007-04-01,Persuasion
1999,10144,1989-11-17,The Little Mermaid
2000,4147,2002-07-12,Road to Perdition
2001,949423,2022-09-16,Pearl
2002,874299,2021-11-25,South Park: Post COVID
2003,845222,2021-07-23,Kingdom: Ashin of the North
2004,212167,2013-11-09,Patema Inverted
2005,37799,2010-10-01,The Social Network
2006,37775,1981-02-20,"Bianco, rosso e Verdone"
2007,8056,1998-09-16,Train of Life
2008,454626,2020-02-12,Sonic the Hedgehog
2009,12776,1991-10-24,Johnny Stecchino
2010,11881,1947-06-04,Miracle on 34th Street
2011,658,1964-09-20,Goldfinger
2012,484862,2018-01-31,Scooby-Doo! & Batman: The Brave and the Bold
2013,474395,2018-07-27,Teen Titans Go! To the Movies
2014,399404,2017-11-22,Darkest Hour
2015,31023,1999-09-24,Butterfly
2016,9065,1991-06-27,Europa
2017,116,2005-10-26,Match Point
2018,840326,2023-01-27,Sisu
2019,546121,2020-11-20,Run
2020,2860,1970-12-11,Claire's Knee
2021,874,1966-12-13,A Man for All Seasons
2022,140823,2013-11-29,Saving Mr. Banks
2023,25793,2009-11-06,Precious
2024,21484,1981-05-27,Possession
2025,4107,2002-01-16,Bloody Sunday
2026,626735,2022-02-17,Dog
2027,15080,1991-07-20,Only Yesterday
2028,1923,1992-06-03,Twin Peaks: Fire Walk with Me
2029,1429,2002-12-19,25th Hour
2030,545609,2020-04-24,Extraction
2031,11644,1981-07-24,Blow Out
2032,11206,1967-10-26,Wait Until Dark
2033,9571,1993-09-24,Dazed and Confused
2034,6619,1971-03-02,Death in Venice
2035,535356,2019-05-24,Elisa & Marcela
2036,242643,2014-08-12,Batman: Assault on Arkham
2037,15601,2001-10-09,Scooby-Doo! and the Cyber Chase
2038,1427,2006-09-13,Perfume: The Story of a Murderer
2039,483306,2017-04-23,Dear Basketball
2040,342737,2016-12-28,20th Century Women
2041,315635,2017-07-05,Spider-Man: Homecoming
2042,82695,2012-12-18,Les Misérables
2043,11230,1978-10-05,Drunken Master
2044,425,2002-03-10,Ice Age
2045,250,1999-09-10,In China They Eat Dogs
2046,590223,2020-10-16,Love and Monsters
2047,416477,2017-03-30,The Big Sick
2048,132363,2013-08-16,The Butler
2049,88,1987-08-21,Dirty Dancing
2050,58,2006-07-06,Pirates of the Caribbean: Dead Man's Chest
2051,75656,2013-05-29,Now You See Me
2052,14073,2008-02-13,Jodhaa Akbar
2053,26405,1971-07-21,Wake in Fright
2054,2748,1954-09-07,Journey to Italy
2055,470,2003-09-06,21 Grams
2056,570661,2019-04-18,The Collini Case
2057,269258,2014-12-25,Head Full of Honey
2058,44012,1976-01-21,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles"
2059,360606,2016-06-24,Adventures in Babysitting
2060,318846,2015-12-11,The Big Short
2061,239877,2013-11-28,The Mafia Kills Only in Summer
2062,14698,1959-12-22,"Suddenly, Last Summer"
2063,9539,2008-09-03,Martyrs
2064,4816,1999-06-02,Ghost Dog: The Way of the Samurai
2065,3109,1952-07-21,The Quiet Man
2066,550231,2020-04-16,The Secret: Dare to Dream
2067,57361,2010-12-22,The Yellow Sea
2068,14621,1989-03-03,Lean On Me
2069,3063,1933-11-12,Duck Soup
2070,433498,2017-09-07,Papillon
2071,259316,2016-11-16,Fantastic Beasts and Where to Find Them
2072,39148,1996-03-04,Dragon Ball: The Path to Power
2073,8996,1990-11-14,Europa Europa
2074,381,1955-08-03,To Catch a Thief
2075,180,2002-06-20,Minority Report
2076,420809,2019-10-16,Maleficent: Mistress of Evil
2077,407449,2017-09-29,Lucky
2078,35838,1970-03-29,Tristana
2079,32574,1941-03-14,Meet John Doe
2080,10857,1986-10-24,When the Wind Blows
2081,9652,1975-02-28,The Passenger
2082,1414,1998-09-04,Lovers of the Arctic Circle
2083,420814,2018-08-02,Christopher Robin
2084,381288,2017-01-19,Split
2085,49051,2012-11-26,The Hobbit: An Unexpected Journey
2086,20620,1966-10-05,Seconds
2087,661,1979-03-23,The Marriage of Maria Braun
2088,298582,2015-09-11,Full Out
2089,169881,2013-12-25,The Physician
2090,42726,1966-05-27,A Man and a Woman
2091,6404,1979-01-17,Nosferatu the Vampyre
2092,965,1942-07-10,The Magnificent Ambersons
2093,587792,2020-07-10,Palm Springs
2094,15362,2008-11-19,Mesrine: Public Enemy #1
2095,10234,1997-09-11,Funny Games
2096,2666,1998-02-27,Dark City
2097,38528,1976-10-29,Horse Fever
2098,38142,2007-03-03,5 Centimeters per Second
2099,594,2004-06-17,The Terminal
2100,508763,2019-01-10,A Dog's Way Home
2101,504608,2019-05-17,Rocketman
2102,396263,2016-10-14,Gantz:O
2103,53565,1928-11-18,Steamboat Willie
2104,15392,1986-03-14,Crossroads
2105,13446,1987-06-19,Withnail & I
2106,11502,1962-03-09,Knife in the Water
2107,54138,2013-05-05,Star Trek Into Darkness
2108,2977,2007-03-02,Becoming Jane
2109,255,1968-09-04,Stolen Kisses
2110,15255,2006-04-11,Undisputed II: Last Man Standing
2111,13479,1973-11-20,A Charlie Brown Thanksgiving
2112,13183,2009-03-04,Watchmen
2113,11673,1990-03-28,Cyrano de Bergerac
2114,4543,1983-03-31,Monty Python's The Meaning of Life
2115,801,1987-12-23,"Good Morning, Vietnam"
2116,438146,2018-08-02,Birds of Passage
2117,191714,2013-09-20,The Lunchbox
2118,118412,2012-06-23,Berserk: The Golden Age Arc II - The Battle for Doldrey
2119,40794,2010-02-12,Loose Cannons
2120,690,1959-12-16,Pickpocket
2121,483980,2018-02-16,Z-O-M-B-I-E-S
2122,293670,2016-05-12,The Wailing
2123,1791,2001-09-05,The Piano Teacher
2124,134,2000-08-30,"O Brother, Where Art Thou?"
2125,571468,2021-10-28,Freaks Out
2126,451751,2017-10-13,American Satan
2127,47735,1953-02-09,Summer with Monika
2128,23550,2001-03-16,His Secret Life
2129,4710,1966-03-22,Masculin Féminin
2130,3080,1935-08-29,Top Hat
2131,2756,1989-08-09,The Abyss
2132,82690,2012-11-01,Wreck-It Ralph
2133,77016,2012-09-20,End of Watch
2134,47653,1917-06-17,The Immigrant
2135,14551,1950-07-12,Winchester '73
2136,2639,1997-12-12,Deconstructing Harry
2137,892,1991-04-17,Delicatessen
2138,610120,2019-06-27,Anima
2139,498248,2018-08-02,Mia and the White Lion
2140,497698,2021-07-07,Black Widow
2141,112198,2012-04-25,What's in a Name
2142,16274,1938-05-26,Holiday
2143,11868,1958-05-22,Dracula
2144,11807,2007-10-26,Jab We Met
2145,837881,2022-11-17,She Said
2146,304357,2015-03-20,Woman in Gold
2147,30061,2010-02-23,Justice League: Crisis on Two Earths
2148,24787,1987-10-18,Scooby-Doo! Meets the Boo Brothers
2149,377,1984-11-09,A Nightmare on Elm Street
2150,637693,2021-05-20,Spirit Untamed
2151,604605,2019-09-20,Hello World
2152,13008,2007-07-27,An American Crime
2153,866,2004-10-17,Finding Neverland
2154,104,1998-03-03,Run Lola Run
2155,376869,2016-02-19,Neerja
2156,324552,2017-02-08,John Wick: Chapter 2
2157,41662,1977-04-10,3 Women
2158,10669,1972-08-18,Deliverance
2159,323661,2015-02-05,Mune: Guardian of the Moon
2160,11948,1983-05-28,"Merry Christmas, Mr. Lawrence"
2161,9589,1981-04-02,Christiane F.
2162,79120,2011-09-22,Weekend
2163,38602,1980-12-01,Little Lord Fauntleroy
2164,19673,1984-05-13,Sexmission
2165,11426,1953-08-28,From Here to Eternity
2166,2841,2004-10-26,A Very Long Engagement
2167,407448,2017-07-28,Detroit
2168,284689,2014-10-14,Testament of Youth
2169,3131,2002-12-14,Gangs of New York
2170,318121,2016-06-16,The Fundamentals of Caring
2171,64246,2010-08-21,Colorful
2172,19120,1965-10-22,Juliet of the Spirits
2173,13932,2005-03-15,Jack-Jack Attack
2174,11943,1972-09-10,Jeremiah Johnson
2175,7445,2009-12-02,Brothers
2176,65229,2011-04-20,Tomboy
2177,36940,2010-01-15,The First Beautiful Thing
2178,18311,1990-12-15,Days of Being Wild
2179,6949,1972-03-09,"What's Up, Doc?"
2180,759,1953-07-14,Gentlemen Prefer Blondes
2181,409502,2016-10-21,I'm Not Ashamed
2182,390497,2016-08-10,Tunnel
2183,15384,2009-01-07,Red Cliff II
2184,14554,1955-01-13,Bad Day at Black Rock
2185,987,1974-11-01,The Front Page
2186,402693,2016-11-04,100 Meters
2187,385687,2023-05-17,Fast X
2188,167073,2015-10-20,Brooklyn
2189,16234,2000-12-12,Batman Beyond: Return of the Joker
2190,764,1981-09-10,The Evil Dead
2191,360365,2016-05-04,Tini: The New Life of Violetta
2192,271674,2015-03-12,Suite Française
2193,590,2002-12-27,The Hours
2194,122917,2014-12-10,The Hobbit: The Battle of the Five Armies
2195,34653,2009-10-19,A Single Man
2196,11816,1981-12-01,On Golden Pond
2197,11499,2008-10-15,Frost/Nixon
2198,10911,1961-04-27,The Guns of Navarone
2199,18785,2009-06-02,The Hangover
2200,15003,2008-02-06,Chocolate
2201,4043,1987-02-07,Law of Desire
2202,594328,2020-08-28,Phineas and Ferb: The Movie: Candace Against the Universe
2203,508642,2018-03-28,Gonjiam: Haunted Asylum
2204,486947,2018-06-14,The Guilty
2205,265712,2014-08-08,Stand by Me Doraemon
2206,11963,1975-09-24,Three Days of the Condor
2207,10794,1968-04-04,The Party
2208,2502,2004-07-23,The Bourne Supremacy
2209,10647,2000-10-20,Pay It Forward
2210,7979,2007-12-14,The Kite Runner
2211,497582,2020-09-23,Enola Holmes
2212,4771,2007-06-06,Gone Baby Gone
2213,2640,1989-03-31,Heathers
2214,338766,2016-08-11,Hell or High Water
2215,425373,2018-04-13,The Miracle Season
2216,403450,2016-10-27,At War for Love
2217,306745,2015-10-02,Freeheld
2218,119450,2014-06-26,Dawn of the Planet of the Apes
2219,3121,1975-06-11,Nashville
2220,779,1932-05-06,Vampyr
2221,536554,2022-12-28,M3GAN
2222,356296,2015-10-14,Suburra
2223,205587,2014-10-08,The Judge
2224,121642,2012-09-13,Twice Born
2225,30497,1974-10-01,The Texas Chain Saw Massacre
2226,21348,1998-12-09,Kirikou and the Sorceress
2227,796185,2023-04-05,The Three Musketeers: D'Artagnan
2228,540158,2018-09-13,High Strung Free Dance
2229,408220,2017-01-24,Justice League Dark
2230,114150,2012-09-28,Pitch Perfect
2231,12140,2004-03-06,Ghost in the Shell 2: Innocence
2232,10312,1998-12-25,Patch Adams
2233,400617,2017-12-25,Phantom Thread
2234,44264,2010-12-22,True Grit
2235,19067,1977-08-31,The Duellists
2236,413279,2016-08-28,Team Thor
2237,197082,2013-05-28,Venus in Fur
2238,24748,1963-05-28,Hud
2239,1802,1995-08-30,La Ceremonie
2240,199,1996-11-22,Star Trek: First Contact
2241,440596,2017-02-10,Kiss and Cry
2242,614696,2020-06-24,#Alive
2243,10654,1979-03-14,Hair
2244,73624,2011-09-02,The Man from the Future
2245,50848,2010-11-24,The Names of Love
2246,14447,2008-12-03,A Matter of Loaf and Death
2247,11101,1993-01-20,Stalingrad
2248,837,1983-02-04,Videodrome
2249,286192,2014-10-10,Lava
2250,228194,2014-08-06,The Hundred-Foot Journey
2251,21032,1995-12-22,Balto
2252,15600,1982-02-12,Missing
2253,14675,1937-10-20,The Awful Truth
2254,9587,1994-12-21,Little Women
2255,922,1995-12-23,Dead Man
2256,902,1995-08-17,The City of Lost Children
2257,830784,2022-10-07,"Lyle, Lyle, Crocodile"
2258,140607,2015-12-15,Star Wars: The Force Awakens
2259,121875,2012-09-26,In the House
2260,75624,2011-07-30,Naruto Shippuden the Movie: Blood Prison
2261,45612,2011-03-30,Source Code
2262,787428,2020-11-20,Two Distant Strangers
2263,57212,2011-12-25,War Horse
2264,49538,2011-06-01,X-Men: First Class
2265,10938,1996-06-21,Beautiful Thing
2266,10112,1970-12-24,The Aristocats
2267,850,1983-11-18,A Christmas Story
2268,87,1984-05-23,Indiana Jones and the Temple of Doom
2269,11368,1984-09-07,Blood Simple
2270,11072,1974-02-07,Blazing Saddles
2271,1265,2007-02-15,Bridge to Terabithia
2272,16769,1980-03-07,Coal Miner's Daughter
2273,11713,1972-03-22,Fist of Fury
2274,8337,1988-11-23,They Live
2275,1433,2001-04-20,The Devil's Backbone
2276,259761,2013-12-30,Lights Out
2277,20993,2000-05-11,Brother 2
2278,58857,2010-09-09,13 Assassins
2279,53457,2010-09-16,Sarah's Key
2280,9609,1992-09-16,Of Mice and Men
2281,3176,2000-12-16,Battle Royale
2282,1491,2006-08-18,The Illusionist
2283,318781,2015-06-24,Colonia
2284,5548,1987-07-17,RoboCop
2285,3019,1931-12-24,Dr. Jekyll and Mr. Hyde
2286,80184,2011-09-16,The Hidden Face
2287,152780,2013-05-17,The Past
2288,11886,1973-11-08,Robin Hood
2289,10440,1993-05-02,Manhattan Murder Mystery
2290,297,1998-11-12,Meet Joe Black
2291,1010823,2022-07-18,Magnum Opus
2292,807196,2021-07-05,Boiling Point
2293,61791,2011-08-03,Rise of the Planet of the Apes
2294,27094,1974-11-10,Lenny
2295,846433,2022-09-22,The Enforcer
2296,259693,2016-06-08,The Conjuring 2
2297,69735,2011-09-27,Batman: Year One
2298,632617,2021-11-19,C'mon C'mon
2299,392982,2017-10-13,Marshall
2300,12554,1995-02-25,Citizen X
2301,11305,1989-09-06,Mystery Train
2302,7340,1976-10-31,Carrie
2303,537681,2019-01-03,Giant Little Ones
2304,26842,1976-03-09,The Message
2305,223706,2014-01-17,Boy & the World
2306,17814,1976-11-05,Assault on Precinct 13
2307,9603,1995-07-19,Clueless
2308,6145,2007-04-19,Fracture
2309,424488,2017-06-09,Megan Leavey
2310,93289,1973-05-24,Now Where Did the Seventh Company Get to?
2311,33954,1966-05-04,The Hawks and the Sparrows
2312,651881,2020-10-21,Bye Bye Morons
2313,75629,2012-11-17,Evangelion: 3.0 You Can (Not) Redo
2314,941,1987-03-06,Lethal Weapon
2315,99861,2015-04-22,Avengers: Age of Ultron
2316,13933,2005-06-21,One Man Band
2317,9550,2004-05-19,House of Flying Daggers
2318,1594,1964-06-23,A Shot in the Dark
2319,861,1990-06-01,Total Recall
2320,53486,2006-10-01,The Family Friend
2321,17687,1931-04-23,The Public Enemy
2322,10722,1995-10-20,The Day of the Beast
2323,9833,2004-12-08,The Phantom of the Opera
2324,453278,2018-03-28,The Rider
2325,64956,2010-12-07,Inception: The Cobol Job
2326,44018,1985-12-04,Vagabond
2327,9325,1967-10-18,The Jungle Book
2328,177,1991-09-20,The Fisher King
2329,449674,2017-04-04,Louis C.K. 2017
2330,1725,1961-12-13,West Side Story
2331,1672,1981-10-21,The Professional
2332,127864,2012-09-28,Blancanieves
2333,20246,1946-07-02,The Stranger
2334,1830,2005-09-16,Lord of War
2335,813,1980-07-02,Airplane!
2336,532321,2018-10-06,Re:ZERO -Starting Life in Another World- Memory Snow
2337,66125,2011-08-04,Red Dog
2338,11197,2003-09-16,Evil
2339,2525,1966-09-28,The Bible: In the Beginning...
2340,330457,2019-11-20,Frozen II
2341,68734,2012-10-11,Argo
2342,59037,1983-09-01,Toxic Love
2343,41201,2010-02-16,The Illusionist
2344,19666,2001-06-15,Lagaan: Once Upon a Time in India
2345,19597,2009-07-01,The Hedgehog
2346,9090,1995-09-07,"To Wong Foo, Thanks for Everything! Julie Newmar"
2347,830,1956-03-23,Forbidden Planet
2348,552,2000-03-03,Bread and Tulips
2349,809140,2022-04-13,Father Stu
2350,20367,1945-11-30,Detour
2351,11663,1991-08-14,The Commitments
2352,766,1992-10-31,Army of Darkness
2353,948713,2023-04-14,The Last Kingdom: Seven Kings Must Die
2354,300671,2016-01-14,13 Hours: The Secret Soldiers of Benghazi
2355,19913,2009-07-17,(500) Days of Summer
2356,557,2002-05-01,Spider-Man
2357,493922,2018-06-07,Hereditary
2358,435577,2017-12-25,The 12th Man
2359,1850,1999-12-22,Man on the Moon
2360,785663,2021-10-01,Old Henry
2361,663870,2020-11-19,Riders of Justice
2362,446696,2018-09-21,Life Itself
2363,360737,2016-11-10,Center of My World
2364,18183,1992-04-16,Like Water for Chocolate
2365,12900,2001-05-19,Conspiracy
2366,10795,2006-11-01,Tell No One
2367,9474,1973-12-13,My Name Is Nobody
2368,34433,1993-03-06,Dragon Ball Z: Broly – The Legendary Super Saiyan
2369,10299,1964-12-15,"Hush... Hush, Sweet Charlotte"
2370,5590,1970-12-20,Donkey Skin
2371,1888,1966-10-19,The Fortune Cookie
2372,502425,2020-03-06,Escape from Pretoria
2373,391713,2017-09-01,Lady Bird
2374,16136,1992-01-17,Juice
2375,10421,1962-04-18,War of the Buttons
2376,10139,2008-11-05,Milk
2377,778730,2021-02-26,Crazy About Her
2378,616251,2020-09-11,The Broken Hearts Gallery
2379,571785,2020-02-22,Time to Hunt
2380,512895,2019-11-12,Lady and the Tramp
2381,487491,2017-12-28,"Fala Sério, Mãe!"
2382,20982,2007-08-04,Naruto Shippuden the Movie
2383,19908,2009-10-07,Zombieland
2384,10360,2008-05-15,Hunger
2385,451,1995-10-27,Leaving Las Vegas
2386,765245,2021-12-17,Swan Song
2387,375315,2016-06-24,The Salesman
2388,408537,2016-09-08,The Distinguished Citizen
2389,245168,2015-10-16,Suffragette
2390,13597,1986-06-27,Labyrinth
2391,785539,2021-07-29,Resort to Love
2392,17159,1987-11-25,Eddie Murphy Raw
2393,16227,1947-09-05,Dark Passage
2394,16085,1968-09-19,Funny Girl
2395,258230,2016-10-07,A Monster Calls
2396,11537,1978-03-01,Snake in the Eagle's Shadow
2397,323677,2016-02-19,Race
2398,152603,2013-12-12,Only Lovers Left Alive
2399,43920,2010-04-24,Dog Pound
2400,1262,2006-09-09,Stranger Than Fiction
2401,428836,2019-06-28,Ophelia
2402,317557,2016-09-23,Queen of Katwe
2403,8923,2005-09-09,Green Street Hooligans
2404,509,1999-05-21,Notting Hill
2405,209274,2013-10-25,Ida
2406,11450,1994-08-25,Quiz Show
2407,1367,1979-06-15,Rocky II
2408,518671,2018-09-05,Shéhérazade
2409,60308,2011-09-23,Moneyball
2410,14320,1946-12-26,Great Expectations
2411,8424,2003-09-17,Love Me If You Dare
2412,1818,1960-11-25,Shoot the Piano Player
2413,754609,2022-07-15,Mrs. Harris Goes to Paris
2414,250480,1977-03-11,The Many Adventures of Winnie the Pooh
2415,51497,2011-04-20,Fast Five
2416,1598,1991-11-13,Cape Fear
2417,985939,2022-08-11,Fall
2418,21641,2009-03-27,The Damned United
2419,18947,2009-04-01,The Boat That Rocked
2420,15152,2006-04-19,"OSS 117: Cairo, Nest of Spies"
2421,11832,1987-08-11,Babette's Feast
2422,8374,1999-01-22,The Boondock Saints
2423,2759,1994-05-31,"The Adventures of Priscilla, Queen of the Desert"
2424,362045,2015-12-18,Bajirao Mastani
2425,335360,2017-10-05,My Little Pony: The Movie
2426,10009,2003-10-23,Brother Bear
2427,518896,2022-08-05,Warriors of Future
2428,467909,2021-06-10,In the Heights
2429,220289,2013-09-19,Coherence
2430,50646,2011-07-29,"Crazy, Stupid, Love."
2431,17111,2004-09-09,Shutter
2432,12162,2008-10-10,The Hurt Locker
2433,185008,2013-05-31,Yeh Jawaani Hai Deewani
2434,15774,2004-12-17,Swades
2435,246,2003-09-06,Zatoichi
2436,417678,2017-05-18,"Everything, Everything"
2437,361380,2015-10-07,Barbie & Her Sisters in the Great Puppy Adventure
2438,297270,2014-12-12,Tinker Bell and the Legend of the NeverBeast
2439,211387,2013-09-03,Marvel One-Shot: Agent Carter
2440,14003,2005-07-21,Fullmetal Alchemist the Movie: Conqueror of Shamballa
2441,934433,2023-03-08,Scream VI
2442,591274,2021-07-08,Fear Street: 1978
